lon,lat,vs30,z1pt0,z2pt5,vs30measured
90.42260,23.13980,2.090000E+02,5.067571E+02,2.657457E+00,0
90.45690,23.08160,2.290000E+02,4.997842E+02,2.393656E+00,0
90.42760,23.30570,2.450000E+02,4.928723E+02,2.215683E+00,0
90.31670,23.21880,2.290000E+02,4.997842E+02,2.393656E+00,0
90.32360,23.36550,2.110000E+02,5.061375E+02,2.628660E+00,0
90.04020,24.23380,2.280000E+02,5.001754E+02,2.405670E+00,0
89.81580,24.47720,2.210000E+02,5.027852E+02,2.493038E+00,0
89.93890,24.14750,2.340000E+02,4.977577E+02,2.335235E+00,0
89.93350,24.68750,2.160000E+02,5.045152E+02,2.559166E+00,0
90.05300,24.47370,2.280000E+02,5.001754E+02,2.405670E+00,0
89.90180,24.57240,2.160000E+02,5.045152E+02,2.559166E+00,0
89.94670,24.35960,2.050000E+02,5.079474E+02,2.716859E+00,0
90.06220,24.65010,2.620000E+02,4.841060E+02,2.051998E+00,0
90.10720,24.11800,2.040000E+02,5.082349E+02,2.732100E+00,0
89.87540,24.05060,2.730000E+02,4.776071E+02,1.957688E+00,0
90.17480,24.30620,2.330000E+02,4.981725E+02,2.346705E+00,0
89.86700,24.25960,2.270000E+02,5.005620E+02,2.417798E+00,0
89.76260,22.67610,2.450000E+02,4.928723E+02,2.215683E+00,0
89.86520,22.81110,2.090000E+02,5.067571E+02,2.657457E+00,0
89.66610,22.74260,2.210000E+02,5.027852E+02,2.493038E+00,0
89.87390,22.65210,2.320000E+02,4.985826E+02,2.358280E+00,0
89.77290,22.88410,2.540000E+02,4.884205E+02,2.126101E+00,0
89.65960,22.11650,2.270000E+02,5.005620E+02,2.417798E+00,0
89.83420,22.48330,2.400000E+02,4.951671E+02,2.268569E+00,0
89.65130,22.59030,2.200000E+02,5.031400E+02,2.506006E+00,0
89.82170,22.06300,3.800000E+02,3.798113E+02,1.341038E+00,0
88.90820,23.72950,2.300000E+02,4.993884E+02,2.381754E+00,0
88.88540,23.58940,2.230000E+02,5.020622E+02,2.467475E+00,0
88.73970,23.59200,2.210000E+02,5.027852E+02,2.493038E+00,0
88.85020,23.44290,2.190000E+02,5.034903E+02,2.519101E+00,0
89.41960,23.01770,2.290000E+02,4.997842E+02,2.393656E+00,0
89.33530,23.24250,2.240000E+02,5.016940E+02,2.454878E+00,0
89.02320,23.26320,2.160000E+02,5.045152E+02,2.559166E+00,0
89.05420,23.06870,2.330000E+02,4.981725E+02,2.346705E+00,0
89.23150,22.88030,2.150000E+02,5.048482E+02,2.572788E+00,0
89.21880,23.18240,2.330000E+02,4.981725E+02,2.346705E+00,0
89.21980,23.00640,2.270000E+02,5.005620E+02,2.417798E+00,0
88.94100,23.04470,2.280000E+02,5.001754E+02,2.405670E+00,0
89.07680,23.64350,2.350000E+02,4.973381E+02,2.323871E+00,0
89.15750,23.51630,2.160000E+02,5.045152E+02,2.559166E+00,0
89.15230,23.36950,2.210000E+02,5.027852E+02,2.493038E+00,0
89.00140,23.44490,2.330000E+02,4.981725E+02,2.346705E+00,0
88.85970,23.32010,2.260000E+02,5.009439E+02,2.430041E+00,0
89.24260,23.66360,2.390000E+02,4.956111E+02,2.279431E+00,0
89.51490,22.71330,2.320000E+02,4.985826E+02,2.358280E+00,0
89.52630,22.24200,2.280000E+02,5.001754E+02,2.405670E+00,0
89.39800,22.80570,2.300000E+02,4.993884E+02,2.381754E+00,0
89.55370,22.92150,2.110000E+02,5.061375E+02,2.628660E+00,0
89.39500,22.07780,3.360000E+02,4.272711E+02,1.543766E+00,0
89.34020,22.59000,2.070000E+02,5.073603E+02,2.686851E+00,0
89.45410,22.94830,2.380000E+02,4.960502E+02,2.290391E+00,0
89.63620,22.81920,2.350000E+02,4.973381E+02,2.323871E+00,0
89.65510,22.91390,2.240000E+02,5.016940E+02,2.454878E+00,0
89.51390,22.87340,2.230000E+02,5.020622E+02,2.467475E+00,0
89.53730,22.85020,2.650000E+02,4.823993E+02,2.025444E+00,0
89.51450,22.90220,2.200000E+02,5.031400E+02,2.506006E+00,0
89.56920,22.79900,2.380000E+02,4.960502E+02,2.290391E+00,0
89.54250,22.82050,2.610000E+02,4.846641E+02,2.060995E+00,0
88.98110,24.05620,2.560000E+02,4.873738E+02,2.107109E+00,0
88.83550,24.03420,2.240000E+02,5.016940E+02,2.454878E+00,0
89.30040,23.81080,2.230000E+02,5.020622E+02,2.467475E+00,0
89.21030,23.85810,2.100000E+02,5.064494E+02,2.642985E+00,0
89.08970,23.82440,2.250000E+02,5.013212E+02,2.442400E+00,0
88.98610,23.89710,2.270000E+02,5.005620E+02,2.417798E+00,0
89.41240,23.45180,2.290000E+02,4.997842E+02,2.393656E+00,0
89.55060,23.40000,2.040000E+02,5.082349E+02,2.732100E+00,0
89.35920,23.34760,2.260000E+02,5.009439E+02,2.430041E+00,0
89.42410,23.59760,2.290000E+02,4.997842E+02,2.393656E+00,0
88.77060,23.85740,2.290000E+02,4.997842E+02,2.393656E+00,0
88.62060,23.66800,2.430000E+02,4.938053E+02,2.236557E+00,0
88.66140,23.76520,2.320000E+02,4.985826E+02,2.358280E+00,0
89.64160,23.02920,2.450000E+02,4.928723E+02,2.215683E+00,0
89.62410,23.20420,2.350000E+02,4.973381E+02,2.323871E+00,0
89.49500,23.15490,2.780000E+02,4.744315E+02,1.917460E+00,0
89.18740,22.51920,2.700000E+02,4.794456E+02,1.982592E+00,0
89.01340,22.59650,2.880000E+02,4.676579E+02,1.841487E+00,0
89.03010,22.88030,2.290000E+02,4.997842E+02,2.393656E+00,0
89.06230,22.44740,2.400000E+02,4.951671E+02,2.268569E+00,0
89.03820,22.72020,2.080000E+02,5.070608E+02,2.672078E+00,0
89.18060,22.01210,2.410000E+02,4.947182E+02,2.257803E+00,0
89.21050,22.73980,2.270000E+02,5.005620E+02,2.417798E+00,0
89.05960,24.80000,2.050000E+02,5.079474E+02,2.716859E+00,0
89.35600,24.89530,2.460000E+02,4.923983E+02,2.205382E+00,0
89.55010,24.68260,2.290000E+02,4.997842E+02,2.393656E+00,0
89.13980,24.88230,2.150000E+02,5.048482E+02,2.572788E+00,0
89.46480,24.88720,2.040000E+02,5.082349E+02,2.732100E+00,0
89.25140,24.83250,2.210000E+02,5.027852E+02,2.493038E+00,0
89.22710,24.68110,2.160000E+02,5.045152E+02,2.559166E+00,0
89.61650,24.87890,6.000000E+02,1.258340E+02,7.952589E-01,0
89.37550,24.76020,2.340000E+02,4.977577E+02,2.335235E+00,0
89.42250,24.62860,2.080000E+02,5.070608E+02,2.672078E+00,0
89.30640,25.01680,1.970000E+02,5.101389E+02,2.843441E+00,0
89.51410,24.99730,2.190000E+02,5.034903E+02,2.519101E+00,0
89.04200,24.93340,2.070000E+02,5.073603E+02,2.686851E+00,0
89.02140,25.10760,2.120000E+02,5.058215E+02,2.614480E+00,0
89.19880,25.07800,2.060000E+02,5.076559E+02,2.701777E+00,0
89.11760,25.02330,2.220000E+02,5.024259E+02,2.480195E+00,0
89.07180,25.20490,2.240000E+02,5.016940E+02,2.454878E+00,0
88.94790,24.31320,2.320000E+02,4.985826E+02,2.358280E+00,0
89.14990,24.27320,2.350000E+02,4.973381E+02,2.323871E+00,0
89.20530,24.37370,2.100000E+02,5.064494E+02,2.642985E+00,0
88.98570,24.19970,2.140000E+02,5.051768E+02,2.586546E+00,0
88.97560,24.50600,2.420000E+02,4.942642E+02,2.247133E+00,0
88.98990,24.39700,2.660000E+02,4.818196E+02,2.016736E+00,0
89.18430,24.52440,2.210000E+02,5.027852E+02,2.493038E+00,0
88.20940,24.89720,2.260000E+02,5.009439E+02,2.430041E+00,0
88.35540,24.85850,3.220000E+02,4.403762E+02,1.620789E+00,0
88.39630,24.72700,3.090000E+02,4.515806E+02,1.699030E+00,0
88.25800,24.56530,2.360000E+02,4.969137E+02,2.312609E+00,0
88.15480,24.70500,2.670000E+02,4.812343E+02,2.008097E+00,0
88.98900,24.62470,2.250000E+02,5.013212E+02,2.442400E+00,0
88.94250,24.96740,2.250000E+02,5.013212E+02,2.442400E+00,0
88.82410,25.13050,2.180000E+02,5.038363E+02,2.532324E+00,0
88.71190,24.74630,2.360000E+02,4.969137E+02,2.312609E+00,0
88.76360,24.92180,2.290000E+02,4.997842E+02,2.393656E+00,0
88.89800,24.81200,2.180000E+02,5.038363E+02,2.532324E+00,0
88.55020,24.83040,2.320000E+02,4.985826E+02,2.358280E+00,0
88.71450,25.07750,2.060000E+02,5.076559E+02,2.701777E+00,0
88.51730,24.99490,2.450000E+02,4.928723E+02,2.215683E+00,0
89.02010,24.71170,2.190000E+02,5.034903E+02,2.519101E+00,0
88.53070,25.11930,2.340000E+02,4.977577E+02,2.335235E+00,0
89.28270,24.10740,2.320000E+02,4.985826E+02,2.358280E+00,0
89.65710,23.94250,3.080000E+02,4.524031E+02,1.705342E+00,0
89.39630,24.23890,2.300000E+02,4.993884E+02,2.381754E+00,0
89.30320,24.22410,2.240000E+02,5.016940E+02,2.454878E+00,0
89.44940,24.15810,2.200000E+02,5.031400E+02,2.506006E+00,0
89.09430,24.08010,2.320000E+02,4.985826E+02,2.358280E+00,0
89.28110,23.99480,2.270000E+02,5.005620E+02,2.417798E+00,0
89.51580,24.04340,2.180000E+02,5.038363E+02,2.532324E+00,0
89.51400,23.89780,2.320000E+02,4.985826E+02,2.358280E+00,0
88.83390,24.20590,2.350000E+02,4.973381E+02,2.323871E+00,0
88.80920,24.59360,2.380000E+02,4.960502E+02,2.290391E+00,0
88.77510,24.30110,2.310000E+02,4.989878E+02,2.369963E+00,0
88.76080,24.46820,2.320000E+02,4.985826E+02,2.358280E+00,0
88.41490,24.48310,2.720000E+02,4.782255E+02,1.965924E+00,0
88.64070,24.55470,2.360000E+02,4.969137E+02,2.312609E+00,0
88.59910,24.40540,2.390000E+02,4.956111E+02,2.279431E+00,0
88.82730,24.41140,2.480000E+02,4.914348E+02,2.185047E+00,0
88.53090,24.61980,2.310000E+02,4.989878E+02,2.369963E+00,0
88.60610,24.37400,2.330000E+02,4.981725E+02,2.346705E+00,0
88.62740,24.38290,2.280000E+02,5.001754E+02,2.405670E+00,0
88.55880,24.38610,2.310000E+02,4.989878E+02,2.369963E+00,0
88.64570,24.36830,2.320000E+02,4.985826E+02,2.358280E+00,0
88.57790,24.37420,1.990000E+02,5.096140E+02,2.810772E+00,0
88.61020,24.40430,2.330000E+02,4.981725E+02,2.346705E+00,0
89.70140,24.29790,2.230000E+02,5.020622E+02,2.467475E+00,0
89.75740,24.13940,6.000000E+02,1.258340E+02,7.952589E-01,0
89.64220,24.37750,2.060000E+02,5.076559E+02,2.701777E+00,0
89.68890,24.67150,6.000000E+02,1.258340E+02,7.952589E-01,0
89.51520,24.49220,2.010000E+02,5.090740E+02,2.778800E+00,0
89.63070,24.16290,2.120000E+02,5.058215E+02,2.614480E+00,0
89.68960,24.49420,2.260000E+02,5.009439E+02,2.430041E+00,0
89.35780,24.44530,2.210000E+02,5.027852E+02,2.493038E+00,0
89.51820,24.32780,2.060000E+02,5.076559E+02,2.701777E+00,0
88.96340,25.37990,2.290000E+02,4.997842E+02,2.393656E+00,0
88.62570,25.92940,2.280000E+02,5.001754E+02,2.405670E+00,0
88.54720,25.64680,2.640000E+02,4.829737E+02,2.034224E+00,0
88.45330,25.78620,2.310000E+02,4.989878E+02,2.369963E+00,0
88.78320,25.66670,2.070000E+02,5.073603E+02,2.686851E+00,0
88.90070,25.47130,1.940000E+02,5.108982E+02,2.893799E+00,0
89.21470,25.28730,2.200000E+02,5.031400E+02,2.506006E+00,0
89.06120,25.29270,1.980000E+02,5.098783E+02,2.827018E+00,0
88.59850,25.80240,2.240000E+02,5.016940E+02,2.454878E+00,0
88.76460,25.87170,2.110000E+02,5.061375E+02,2.628660E+00,0
88.67570,25.60820,2.190000E+02,5.034903E+02,2.519101E+00,0
89.09050,25.42080,2.270000E+02,5.005620E+02,2.417798E+00,0
88.92290,25.61970,1.970000E+02,5.101389E+02,2.843441E+00,0
89.65320,25.25370,2.440000E+02,4.933413E+02,2.226074E+00,0
89.56560,25.35000,2.230000E+02,5.020622E+02,2.467475E+00,0
89.36970,25.15770,2.080000E+02,5.070608E+02,2.672078E+00,0
89.39170,25.26500,2.220000E+02,5.024259E+02,2.480195E+00,0
89.42560,25.39480,2.170000E+02,5.041779E+02,2.545679E+00,0
89.56340,25.12510,2.200000E+02,5.031400E+02,2.506006E+00,0
89.56180,25.51010,2.050000E+02,5.079474E+02,2.716859E+00,0
89.69340,26.11550,2.190000E+02,5.034903E+02,2.519101E+00,0
89.76420,25.44420,2.230000E+02,5.020622E+02,2.467475E+00,0
89.71820,25.56390,2.760000E+02,4.757186E+02,1.933364E+00,0
89.57170,25.94760,1.860000E+02,5.127651E+02,3.036622E+00,0
89.69140,25.82720,2.050000E+02,5.079474E+02,2.716859E+00,0
89.73950,25.95990,2.200000E+02,5.031400E+02,2.506006E+00,0
89.54150,25.78740,2.140000E+02,5.051768E+02,2.586546E+00,0
89.82800,25.59300,1.950000E+02,5.106488E+02,2.876829E+00,0
89.66870,25.68970,1.940000E+02,5.108982E+02,2.893799E+00,0
89.36810,25.94290,2.060000E+02,5.076559E+02,2.701777E+00,0
89.14360,26.12020,2.150000E+02,5.048482E+02,2.572788E+00,0
89.24170,25.98560,2.290000E+02,4.997842E+02,2.393656E+00,0
89.45330,25.87870,1.970000E+02,5.101389E+02,2.843441E+00,0
89.01950,26.34340,2.210000E+02,5.027852E+02,2.493038E+00,0
88.97380,26.17310,2.160000E+02,5.045152E+02,2.559166E+00,0
88.82540,26.15950,2.230000E+02,5.020622E+02,2.467475E+00,0
88.99360,26.03110,1.990000E+02,5.096140E+02,2.810772E+00,0
89.03310,25.89790,2.310000E+02,4.989878E+02,2.369963E+00,0
88.85470,25.94200,2.350000E+02,4.973381E+02,2.323871E+00,0
88.92050,25.80360,2.230000E+02,5.020622E+02,2.467475E+00,0
88.42450,26.25080,2.170000E+02,5.041779E+02,2.545679E+00,0
88.61880,26.23500,1.990000E+02,5.096140E+02,2.810772E+00,0
88.71730,26.12690,2.050000E+02,5.079474E+02,2.716859E+00,0
88.59100,26.36470,2.200000E+02,5.031400E+02,2.506006E+00,0
88.43050,26.51250,2.200000E+02,5.031400E+02,2.506006E+00,0
89.05490,25.66770,2.180000E+02,5.038363E+02,2.532324E+00,0
89.20090,25.88010,2.210000E+02,5.027852E+02,2.493038E+00,0
89.39370,25.76630,2.060000E+02,5.076559E+02,2.701777E+00,0
89.15060,25.75120,2.270000E+02,5.005620E+02,2.417798E+00,0
89.26090,25.57210,2.230000E+02,5.020622E+02,2.467475E+00,0
89.42220,25.66500,2.160000E+02,5.045152E+02,2.559166E+00,0
89.27470,25.42570,2.150000E+02,5.048482E+02,2.572788E+00,0
89.03330,25.78330,2.140000E+02,5.051768E+02,2.586546E+00,0
89.19070,25.78060,1.920000E+02,5.113861E+02,2.928310E+00,0
89.28990,25.78670,2.060000E+02,5.076559E+02,2.701777E+00,0
89.23110,25.74130,2.250000E+02,5.013212E+02,2.442400E+00,0
89.29980,25.70920,2.030000E+02,5.085185E+02,2.747503E+00,0
89.24620,25.79170,2.180000E+02,5.038363E+02,2.532324E+00,0
89.25870,25.70130,2.210000E+02,5.027852E+02,2.493038E+00,0
88.26340,26.10810,2.080000E+02,5.070608E+02,2.672078E+00,0
88.15450,25.87880,2.340000E+02,4.977577E+02,2.335235E+00,0
88.36790,25.84240,2.250000E+02,5.013212E+02,2.442400E+00,0
88.24580,25.94070,2.320000E+02,4.985826E+02,2.358280E+00,0
88.46370,26.07170,2.190000E+02,5.034903E+02,2.519101E+00,0
91.28130,24.55350,1.820000E+02,5.136161E+02,3.113092E+00,0
91.54460,24.36130,1.880000E+02,5.123194E+02,2.999694E+00,0
91.36680,24.49880,2.260000E+02,5.009439E+02,2.430041E+00,0
91.51580,24.18000,2.050000E+02,5.079474E+02,2.716859E+00,0
91.41570,24.35090,2.160000E+02,5.045152E+02,2.559166E+00,0
91.26080,24.29850,2.260000E+02,5.009439E+02,2.430041E+00,0
91.33730,24.12030,1.820000E+02,5.136161E+02,3.113092E+00,0
91.54810,24.57070,1.880000E+02,5.123194E+02,2.999694E+00,0
91.40680,24.27490,2.520000E+02,4.894461E+02,2.145415E+00,0
92.17630,24.70850,2.240000E+02,5.016940E+02,2.454878E+00,0
92.14510,24.55390,2.230000E+02,5.020622E+02,2.467475E+00,0
91.86010,24.31680,2.250000E+02,5.013212E+02,2.442400E+00,0
92.01510,24.48990,1.940000E+02,5.108982E+02,2.893799E+00,0
91.71310,24.49930,2.190000E+02,5.034903E+02,2.519101E+00,0
91.86350,24.56520,1.990000E+02,5.096140E+02,2.810772E+00,0
91.69900,24.30220,2.280000E+02,5.001754E+02,2.405670E+00,0
91.82990,24.68860,1.850000E+02,5.129829E+02,3.055407E+00,0
92.15950,24.84930,2.220000E+02,5.024259E+02,2.480195E+00,0
91.72810,24.83470,1.920000E+02,5.113861E+02,2.928310E+00,0
91.77300,25.07990,2.060000E+02,5.076559E+02,2.701777E+00,0
91.87710,24.81710,1.960000E+02,5.103957E+02,2.860043E+00,0
91.96300,24.69350,2.310000E+02,4.989878E+02,2.369963E+00,0
92.01830,24.81040,2.510000E+02,4.899510E+02,2.155196E+00,0
91.95890,25.08140,2.020000E+02,5.087982E+02,2.763068E+00,0
92.10450,25.05790,2.150000E+02,5.048482E+02,2.572788E+00,0
92.21910,24.99320,1.920000E+02,5.113861E+02,2.928310E+00,0
91.73190,24.70330,2.350000E+02,4.973381E+02,2.323871E+00,0
91.84580,24.94430,2.710000E+02,4.788383E+02,1.974225E+00,0
92.36780,24.92530,2.100000E+02,5.064494E+02,2.642985E+00,0
91.86990,24.91190,2.600000E+02,4.852167E+02,2.070065E+00,0
91.86960,24.88030,2.240000E+02,5.016940E+02,2.454878E+00,0
91.84770,24.91640,2.780000E+02,4.744315E+02,1.917460E+00,0
91.86270,24.89760,2.470000E+02,4.919191E+02,2.195171E+00,0
91.89070,24.87080,2.340000E+02,4.977577E+02,2.335235E+00,0
91.89440,24.88990,2.380000E+02,4.960502E+02,2.290391E+00,0
91.31520,25.10880,1.950000E+02,5.106488E+02,2.876829E+00,0
91.61450,24.94890,1.880000E+02,5.123194E+02,2.999694E+00,0
91.33600,24.78740,2.180000E+02,5.038363E+02,2.532324E+00,0
91.06370,24.94420,2.050000E+02,5.079474E+02,2.716859E+00,0
91.56110,25.07160,1.980000E+02,5.098783E+02,2.827018E+00,0
91.55670,24.75010,2.090000E+02,5.067571E+02,2.657457E+00,0
91.20320,24.95580,2.090000E+02,5.067571E+02,2.657457E+00,0
91.01320,25.09020,2.230000E+02,5.020622E+02,2.467475E+00,0
91.25880,24.68740,1.880000E+02,5.123194E+02,2.999694E+00,0
91.40770,24.91230,1.920000E+02,5.113861E+02,2.928310E+00,0
91.39990,25.05380,2.210000E+02,5.027852E+02,2.493038E+00,0
91.16360,25.12900,2.030000E+02,5.085185E+02,2.747503E+00,0
89.85210,25.21440,2.180000E+02,5.038363E+02,2.532324E+00,0
89.76630,25.26790,2.140000E+02,5.051768E+02,2.586546E+00,0
89.76300,25.07560,2.270000E+02,5.005620E+02,2.417798E+00,0
90.01520,24.84270,2.210000E+02,5.027852E+02,2.493038E+00,0
89.74170,24.88510,2.100000E+02,5.064494E+02,2.642985E+00,0
89.82790,24.95590,2.170000E+02,5.041779E+02,2.545679E+00,0
89.83060,24.72150,2.150000E+02,5.048482E+02,2.572788E+00,0
90.35390,24.38160,2.270000E+02,5.005620E+02,2.417798E+00,0
90.52550,25.10120,2.220000E+02,5.024259E+02,2.480195E+00,0
90.25610,24.58680,2.220000E+02,5.024259E+02,2.480195E+00,0
90.54990,24.39360,2.260000E+02,5.009439E+02,2.430041E+00,0
90.58610,24.75650,2.250000E+02,5.013212E+02,2.442400E+00,0
90.35200,25.08410,2.090000E+02,5.067571E+02,2.657457E+00,0
90.59950,24.64470,2.060000E+02,5.076559E+02,2.701777E+00,0
90.34570,24.78460,2.060000E+02,5.076559E+02,2.701777E+00,0
90.20550,24.74420,2.090000E+02,5.067571E+02,2.657457E+00,0
90.67670,24.54940,2.090000E+02,5.067571E+02,2.657457E+00,0
90.35290,24.95290,1.910000E+02,5.116247E+02,2.945855E+00,0
90.46330,24.86410,2.110000E+02,5.061375E+02,2.628660E+00,0
90.41040,24.56370,1.880000E+02,5.123194E+02,2.999694E+00,0
90.40580,24.74980,2.150000E+02,5.048482E+02,2.572788E+00,0
90.87700,24.79390,2.070000E+02,5.073603E+02,2.686851E+00,0
90.88500,24.92230,1.820000E+02,5.136161E+02,3.113092E+00,0
90.68330,25.08900,1.940000E+02,5.108982E+02,2.893799E+00,0
91.12180,24.70490,1.940000E+02,5.108982E+02,2.893799E+00,0
90.85760,25.07750,1.820000E+02,5.136161E+02,3.113092E+00,0
90.80210,24.67800,2.210000E+02,5.027852E+02,2.493038E+00,0
90.96690,24.67820,1.870000E+02,5.125439E+02,3.018052E+00,0
91.02330,24.82790,2.010000E+02,5.090740E+02,2.778800E+00,0
90.73810,24.88710,2.290000E+02,4.997842E+02,2.393656E+00,0
90.60290,24.93400,2.100000E+02,5.064494E+02,2.642985E+00,0
90.05410,25.18240,2.250000E+02,5.013212E+02,2.442400E+00,0
90.18470,24.95790,2.120000E+02,5.058215E+02,2.614480E+00,0
90.18440,25.11720,2.070000E+02,5.073603E+02,2.686851E+00,0
90.02160,24.99080,2.190000E+02,5.034903E+02,2.519101E+00,0
89.95710,25.16480,2.210000E+02,5.027852E+02,2.493038E+00,0
